AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,AgeuponOutcome(Weeks)
A719876,Oreo,2016-02-02 15:58:00,Transfer,Partner,Dog,Spayed Female,Rat Terrier Mix,White/Black,52.0
A676626,Pia,2014-05-30 16:54:00,Adoption,Foster,Dog,Spayed Female,English Pointer Mix,Brown/White,9.0
A666478,Bleu,2013-11-04 17:51:00,Adoption,,Dog,Spayed Female,Miniature Schnauzer/Yorkshire Terrier,Black/White,52.0
A683507,,2014-07-15 17:26:00,Adoption,,Dog,Spayed Female,Cairn Terrier Mix,Buff,156.0
A487470,Midnight,2014-01-20 18:40:00,Euthanasia,Aggressive,Dog,Neutered Male,Labrador Retriever/Pit Bull,Black,468.0
A665661,Julia,2015-09-07 15:05:00,Return_to_owner,,Cat,Spayed Female,Domestic Shorthair Mix,White/Black,104.0
A668260,,2013-12-02 14:10:00,Transfer,Partner,Dog,Spayed Female,Great Dane,Black/White,260.0
A716964,Rello,2015-11-29 18:11:00,Return_to_owner,,Dog,Intact Male,Chihuahua Shorthair Mix,Black/White,104.0
A701029,Bode,2015-05-01 11:04:00,Return_to_owner,,Dog,Neutered Male,Chesa Bay Retr,Brown,104.0
A668506,Jake,2015-11-03 16:40:00,Return_to_owner,,Dog,Neutered Male,German Shepherd,Brown/Black,364.0
A684709,,2014-07-28 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,52.0
A616229,Rebecca,2015-11-21 15:21:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,312.0
A680336,Buddy,2014-07-12 20:04:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,9.0
A701898,Anita,2015-05-10 18:38:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/Black,52.0
A666971,,2013-11-14 17:14:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,9.0
A691605,Daisy,2014-11-08 14:41:00,Return_to_owner,,Dog,Spayed Female,Plott Hound Mix,Brown Brindle,312.0
A703244,,2015-05-26 16:02:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,9.0
A705111,Kiki,2015-06-24 15:25:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown/Black,104.0
A685460,Jerrid,2014-08-19 18:25:00,Adoption,,Cat,Neutered Male,Siamese Mix,Flame Point,364.0
A716890,Vidalia,2015-12-06 12:41:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,13.5
A715741,Simba,2015-11-19 18:45:00,Adoption,,Dog,Neutered Male,Chow Chow Mix,Red,156.0
A676334,,2014-04-22 15:35:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black,104.0
A668122,,2013-12-01 17:58:00,Adoption,,Dog,Spayed Female,English Pointer,Liver/White,364.0
A702356,,2015-05-24 17:25:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,White/Blue Tabby,4.5
A664842,June,2013-11-09 19:21:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Brown/White,104.0
A709067,Earlene,2015-08-05 00:00:00,Return_to_owner,,Dog,Intact Female,Boxer Mix,Black/White,22.5
A608918,Vader,2015-06-02 11:56:00,Transfer,Partner,Dog,Neutered Male,Basset Hound/Labrador Retriever,Black/White,208.0
A651596,Brownie,2014-03-06 17:13:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Buff,104.0
A720190,Little Missy,2016-02-07 00:00:00,Transfer,Partner,Dog,Spayed Female,Airedale Terrier Mix,Tricolor,364.0
A676609,Buddy,2014-07-06 12:46:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Chow Chow,Brown,52.0
A666504,,2013-12-11 12:49:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,4.5
A693272,Kodiak,2015-01-31 13:33:00,Adoption,,Dog,Neutered Male,Beagle/German Shepherd,Black/Brown,4.5
A711607,Bosco,2015-09-20 14:50:00,Adoption,,Cat,Neutered Male,Manx Mix,White/Black,9.0
A713337,,2015-10-06 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Blue,156.0
A672758,Daisy,2014-07-16 13:48:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair/Rat Terrier,Tan/White,208.0
A658690,Priscilla,2013-10-19 12:58:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,Black/White,52.0
A708390,Stella,2015-08-02 18:49:00,Adoption,,Dog,Spayed Female,Flat Coat Retriever Mix,Black/White,104.0
A703383,Dharma,2015-05-28 15:25:00,Transfer,Partner,Dog,Spayed Female,Cocker Spaniel,Buff,520.0
A689749,Taco,2014-10-18 16:55:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,9.0
A699816,Pebbles,2015-04-11 18:01:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,520.0
A701791,Arwen,2015-07-19 14:37:00,Adoption,Foster,Cat,Spayed Female,Domestic Longhair Mix,Brown Tabby/White,104.0
A625690,Rainey,2014-07-21 11:09:00,Return_to_owner,,Dog,Spayed Female,Rat Terrier Mix,White/Black,364.0
A686406,,2014-08-25 17:12:00,Adoption,,Dog,Neutered Male,Border Terrier/Chihuahua Shorthair,Tan/Black,52.0
A710318,Tank,2015-09-17 13:48:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,260.0
A698972,Kiki,2015-03-23 17:50:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/Gray,312.0
A710380,,2015-08-22 15:44:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1.0
A683309,,2014-07-17 18:06:00,Euthanasia,Behavior,Dog,Spayed Female,Pit Bull Mix,Tan/White,364.0
A640316,Kato,2013-10-02 17:43:00,Adoption,,Dog,Neutered Male,Chihuahua Longhair Mix,Black,52.0
A682760,Jasper,2014-07-10 12:48:00,Adoption,,Dog,Neutered Male,Jack Russell Terrier/Dachshund,White/Brown,52.0
A701707,,2015-05-03 17:24:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,2.0
A669534,,2013-12-24 15:03:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,52.0
A588218,Roger,2014-12-03 14:24:00,Return_to_owner,,Dog,Neutered Male,German Shepherd,Black/Brown,260.0
A669795,Roxi,2014-08-11 11:12:00,Return_to_owner,,Dog,Spayed Female,Rottweiler Mix,Black/Tan,104.0
A674448,Hedwig,2014-03-18 17:04:00,Adoption,,Dog,Neutered Male,Siberian Husky Mix,White/Cream,45.0
A701647,,2015-05-25 14:15:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black,13.5
A672467,Apollo,2014-02-14 18:59:00,Adoption,,Dog,Neutered Male,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White,40.5
A712244,,2015-09-21 15:57:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White,4.5
A677462,,2014-04-25 15:17:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Blue,0.0
A715761,,2015-11-10 09:00:00,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Calico,260.0
A720860,,2016-02-20 21:16:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Chocolate/White,36.0
A701337,,2015-04-30 14:43:00,Transfer,Partner,Dog,Intact Male,Cairn Terrier Mix,Cream,52.0
A710881,Ruth,2015-10-14 10:12:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,9.0
A663948,Pumpkin,2013-10-08 17:23:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair,Black/White,13.5
A699819,Coco,2015-04-06 15:37:00,Return_to_owner,,Dog,Intact Male,Chihuahua Shorthair Mix,Chocolate/White,728.0
A674638,Sam,2014-03-16 10:48:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Chocolate,364.0
A718743,Newton,2016-01-10 11:36:00,Adoption,,Dog,Neutered Male,Shih Tzu,Gray/White,104.0
A714820,Lizzie,2015-11-05 00:00:00,Transfer,Partner,Dog,Spayed Female,Plott Hound Mix,Brown Brindle,27.0
A667613,Orion,2014-01-13 15:18:00,Adoption,,Dog,Neutered Male,Australian Shepherd Mix,Tan/White,49.5
A696059,Chewy,2015-02-05 14:28:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,156.0
A690806,Hailey,2014-11-07 13:36:00,Transfer,Partner,Cat,Intact Female,Domestic Longhair Mix,Black/White,9.0
A676494,Jimmy,2014-04-27 15:11:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Border Collie,Black/White,52.0
A689138,,2014-09-29 18:28:00,Euthanasia,Suffering,Cat,Intact Female,Siamese Mix,Blue Point,4.0
A599155,Machete,2015-03-28 19:25:00,Euthanasia,Suffering,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Brown,208.0
A665587,Cheddar,2013-11-27 14:36:00,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby,416.0
A663555,Amelia,2013-10-16 17:01:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,13.5
A691345,Jelly Bean,2014-11-09 14:47:00,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,Brown/White,9.0
A685242,,2014-08-15 12:54:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,18.0
A674659,,2014-03-21 17:10:00,Euthanasia,Aggressive,Dog,Intact Male,Labrador Retriever/Great Dane,Tan/Black,104.0
A683609,Rascal,2014-07-17 17:50:00,Return_to_owner,,Dog,Neutered Male,Dachshund Mix,Brown,312.0
A695710,Layla,2015-08-02 13:17:00,Transfer,Partner,Dog,Spayed Female,Boxer Mix,Brown Brindle/White,49.5
A713063,,2015-10-08 16:26:00,Transfer,Partner,Dog,Spayed Female,Labrador Retriever Mix,Tan/White,52.0
A667520,,2013-11-23 16:00:00,Transfer,Partner,Dog,Neutered Male,Shih Tzu/Miniature Poodle,Apricot/White,208.0
A685145,Mundy,2014-09-13 14:10:00,Adoption,Foster,Cat,Neutered Male,Domestic Medium Hair Mix,Blue/White,9.0
A716488,,2015-11-23 00:00:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Red,104.0
A667537,,2013-11-25 17:07:00,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,Red Merle/Black,9.0
A694601,Barnaby,2015-01-06 18:37:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black,27.0
A638060,Noah,2015-08-16 17:38:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,416.0
A672067,Jesse,2014-02-13 17:36:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,156.0
A684664,Leo,2014-08-10 17:25:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/White,104.0
A691531,,2014-11-07 17:15:00,Transfer,Partner,Dog,Intact Male,Australian Cattle Dog Mix,White/Brown,9.0
A688600,,2014-09-21 13:21:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie,3.0
A704032,Madison,2015-06-05 14:31:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,9.0
A703630,Sheldon,2015-06-30 07:01:00,Adoption,Foster,Dog,Neutered Male,German Shepherd Mix,Brown,208.0
A668671,Chris,2013-12-16 14:57:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,260.0
A696247,Jillian,2015-11-22 13:47:00,Adoption,,Dog,Spayed Female,Pointer Mix,Chocolate/White,104.0
A664380,,2013-10-03 15:33:00,Transfer,SCRP,Cat,Intact Female,Domestic Medium Hair Mix,Calico,27.0
A678185,,2014-05-09 19:30:00,Transfer,Partner,Dog,Spayed Female,Miniature Poodle Mix,Black/Gray,104.0
A687055,Lizzie,2014-09-01 10:39:00,Return_to_owner,,Dog,Spayed Female,Collie Smooth/Chow Chow,Sable,520.0
A693594,,2014-12-12 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Black/White,27.0
A675563,Socks,2014-04-01 12:19:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico,9.0
A696819,Captain,2015-02-21 17:30:00,Adoption,,Dog,Neutered Male,Cocker Spaniel Mix,Sable,27.0
A671201,Pablito,2014-01-25 18:34:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tricolor,416.0
A715573,,2015-11-12 12:36:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Buff,27.0
A685899,,2014-08-14 17:23:00,Transfer,Partner,Cat,Intact Male,Siamese Mix,Seal Point,13.5
A669510,Kimchi,2014-01-01 18:45:00,Adoption,,Dog,Spayed Female,Rottweiler/Labrador Retriever,Black/Tan,52.0
A697892,Bella,2015-03-16 17:38:00,Adoption,Foster,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown/Black,52.0
A678958,Ares,2014-05-19 18:05:00,Adoption,,Dog,Neutered Male,Boxer Mix,Tricolor,9.0
A679113,,2014-05-16 18:37:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby,2.0
A671079,,2014-01-25 18:09:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,104.0
A687180,,2014-09-08 11:53:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,9.0
A686632,Sammy,2014-09-02 11:23:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,White/Brown Tabby,40.5
A693999,,2014-12-23 14:58:00,Transfer,Partner,Dog,Spayed Female,Rat Terrier Mix,Black/White,208.0
A691614,Challino,2014-11-12 18:27:00,Adoption,,Dog,Neutered Male,German Shepherd/Siberian Husky,Red/White,18.0
A683070,,2014-07-06 18:33:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,White,0.42857142857142855
A703781,Romeo,2015-05-30 15:30:00,Transfer,Partner,Dog,Intact Male,Dachshund,Blue Merle/White,312.0
A668803,Dumpling,2014-01-11 17:42:00,Adoption,Foster,Dog,Spayed Female,Border Collie/Labrador Retriever,Black/White,9.0
A675983,,2014-04-03 15:19:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,36.0
A684825,Carl,2014-08-06 14:23:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black/White,4.5
A667828,,2013-11-26 14:55:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black,18.0
A707611,Belle,2015-07-31 12:56:00,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Torbie,9.0
A677885,Lil' Mama,2014-05-12 14:05:00,Return_to_owner,,Dog,Intact Female,Pit Bull Mix,Fawn,104.0
A675622,,2014-04-04 15:30:00,Adoption,,Dog,Neutered Male,Collie Smooth/Labrador Retriever,Tricolor,18.0
A720143,,2016-02-08 19:23:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,52.0
A701793,,2015-07-16 11:09:00,Adoption,Foster,Cat,Spayed Female,Siamese Mix,Lynx Point/White,13.5
A682824,,2014-07-08 14:48:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black/White,9.0
A711494,Celeste,2015-12-24 10:12:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,18.0
A686319,Jack,2015-06-14 12:01:00,Adoption,,Dog,Neutered Male,Plott Hound/Rhod Ridgeback,Brown Brindle,260.0
A671251,Buffy,2014-01-23 14:06:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Fawn/White,104.0
A684978,,2014-07-31 13:22:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2.0
A689449,Bizzy,2014-11-18 11:32:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black,9.0
A715812,,2015-11-15 18:01:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,45.0
A681003,,2014-06-17 13:27:00,Transfer,Partner,Dog,Neutered Male,Pointer/Labrador Retriever,Black/White,104.0
A715346,Molina,2015-11-09 17:02:00,Adoption,,Dog,Spayed Female,Anatol Shepherd/Great Pyrenees,White,45.0
A683732,,2014-07-25 16:48:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue,4.0
A679956,Simon,2014-06-08 16:49:00,Return_to_owner,,Dog,Neutered Male,Anatol Shepherd,Fawn/Black,52.0
A695297,Sparkles,2015-01-19 17:53:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,31.5
A695950,Laurel,2015-02-13 14:49:00,Adoption,Foster,Dog,Spayed Female,Pit Bull Mix,Brown/White,104.0
A694278,Mya,2015-01-02 16:50:00,Transfer,Partner,Dog,Spayed Female,Great Dane,Black/White,364.0
A707887,Firefly,2015-07-22 18:37:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,9.0
A710227,Sebastian,2015-08-24 18:23:00,Euthanasia,Suffering,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,624.0
A686918,Aimee,2014-09-02 14:51:00,Transfer,Partner,Dog,Intact Female,Australian Cattle Dog Mix,Tricolor,156.0
A693739,Lily,2014-12-19 11:23:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,13.5
A711807,Lola,2015-10-23 18:07:00,Adoption,,Dog,Spayed Female,Chinese Sharpei/Australian Cattle Dog,Red Tick/White,104.0
A677157,Sadie,2014-04-22 16:02:00,Return_to_owner,,Dog,Intact Female,Labrador Retriever Mix,Yellow,624.0
A697921,Pi,2015-03-16 12:10:00,Adoption,,Dog,Spayed Female,Flat Coat Retriever Mix,Black,52.0
A686691,,2014-08-29 16:56:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Yellow,156.0
A678627,Qwayzar,2014-05-25 17:32:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,4.5
A698117,,2015-03-06 09:54:00,Transfer,Partner,Dog,Unknown,Labrador Retriever Mix,White,0.8571428571428571
A656110,Clover,2013-11-22 17:54:00,Return_to_owner,,Dog,Spayed Female,Rat Terrier Mix,Tricolor,40.5
A690723,Friskie,2014-11-23 18:23:00,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Black/White,9.0
A678099,Spartacus,2015-06-10 17:23:00,Euthanasia,Aggressive,Dog,Neutered Male,Akita/Pit Bull,Tan/White,104.0
A717989,Leroy,2015-12-28 17:33:00,Return_to_owner,,Dog,Neutered Male,American Bulldog Mix,White,364.0
A673784,Severus,2014-03-10 16:24:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Blue,18.0
A699927,Lennon,2015-05-26 15:52:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,520.0
A671889,Jezebel,2014-02-27 16:04:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,260.0
A697627,Lucy,2015-03-01 16:13:00,Adoption,,Dog,Spayed Female,Pointer/Labrador Retriever,Chocolate/White,104.0
A685945,Cody,2014-09-20 15:37:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,260.0
A689951,Nelson,2014-10-15 17:21:00,Adoption,,Cat,Neutered Male,Siamese Mix,Flame Point,22.5
A699499,,2015-04-01 18:44:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,52.0
A715735,Nico,2015-11-13 12:59:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever,Buff/Tan,52.0
A688501,Watson,2014-12-18 13:35:00,Transfer,Partner,Cat,Neutered Male,Domestic Medium Hair Mix,Black,18.0
A672263,Daisy,2014-02-13 17:05:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair/Rat Terrier,White/Tan,104.0
A672744,Oso,2014-04-17 17:09:00,Euthanasia,Aggressive,Dog,Intact Male,Rottweiler Mix,Black/Tan,156.0
A701165,,2015-04-24 17:47:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Blue,4.0
A702973,,2015-05-19 18:49:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black/White,3.0
A705338,,2015-06-17 12:27:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie,3.0
A696609,Lizzy,2015-07-11 13:49:00,Transfer,Partner,Dog,Spayed Female,Labrador Retriever,Black,104.0
A714481,Bobby,2015-11-08 19:10:00,Adoption,,Dog,Neutered Male,Boxer Mix,Brown/White,52.0
A685178,,2014-08-03 17:47:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,2.0
A689596,,2014-10-10 14:05:00,Adoption,,Dog,Neutered Male,Jack Russell Terrier Mix,White/Tan,104.0
A714546,Blaze,2015-10-26 12:43:00,Return_to_owner,,Dog,Intact Male,Pit Bull/Dogue De Bordeaux,Red/White,40.5
A671352,Roman,2014-01-26 15:19:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Chow Chow,Brown,156.0
A705656,Rasberry,2015-06-26 09:42:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Tortie,4.5
A695943,Tucker,2015-02-08 14:55:00,Adoption,,Dog,Neutered Male,Bernese Mountain Dog/Rottweiler,Tricolor,104.0
A719517,,2016-01-26 19:01:00,Transfer,SCRP,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,104.0
A682535,,2014-07-04 18:42:00,Transfer,Partner,Dog,Neutered Male,Plott Hound Mix,Brown Brindle/Red Tick,18.0
A713263,Houston,2015-10-16 17:24:00,Return_to_owner,,Dog,Intact Male,English Bulldog,Brown Brindle,156.0
A681679,Captain,2014-12-05 17:10:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Brown/White,52.0
A687906,Kerby,2014-09-25 18:48:00,Transfer,Partner,Cat,Intact Male,Domestic Medium Hair Mix,Brown Tabby/White,4.5
A678536,Tulip,2014-05-17 13:44:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Brown,52.0
A718585,,2016-01-07 12:44:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Black/Tan,9.0
A543073,Tiny Tinker,2015-05-11 18:38:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair,Brown,468.0
A697959,Nigel,2015-05-31 18:53:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Brown,104.0
A715378,Sadie,2015-11-21 11:17:00,Adoption,,Dog,Spayed Female,Pointer Mix,White/Blue,27.0
A697281,,2015-03-03 13:14:00,Adoption,,Dog,Neutered Male,Chihuahua Longhair/Italian Greyhound,Tricolor,13.5
A681576,Pippin,2014-07-07 16:52:00,Adoption,Foster,Dog,Neutered Male,Labrador Retriever/Blue Lacy,Chocolate/White,4.5
A716400,Calliope,2015-11-24 00:00:00,Transfer,Partner,Dog,Intact Female,Yorkshire Terrier Mix,Black/Tan,52.0
A677460,Petra,2014-05-16 14:58:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,Blue/White,104.0
A675049,Judy,2014-03-22 16:23:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever Mix,Black/White,156.0
A710655,Cloud,2015-10-10 14:30:00,Adoption,,Cat,Intact Male,Siamese Mix,Lilac Point,9.0
A660046,Grace,2014-03-09 17:06:00,Return_to_owner,,Dog,Spayed Female,American Staffordshire Terrier Mix,Blue/White,104.0
A660910,Kief,2013-10-24 12:31:00,Return_to_owner,,Dog,Neutered Male,Dachshund/Catahoula,Brown Brindle/White,104.0
A686377,,2014-08-25 17:01:00,Adoption,,Dog,Neutered Male,Dachshund Wirehair Mix,Brown/Black,9.0
A679631,Callie,2014-07-14 18:08:00,Euthanasia,Suffering,Cat,Spayed Female,Domestic Longhair Mix,Tortie,624.0
A671682,,2014-01-30 13:14:00,Transfer,SCRP,Cat,Neutered Male,Domestic Shorthair Mix,Blue,104.0
A695654,Asha,2015-01-27 14:06:00,Euthanasia,Suffering,Dog,Intact Female,Labrador Retriever Mix,Black,36.0
A718566,Eleonora,2016-01-12 09:30:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,520.0
A680351,Oliver,2014-07-07 15:39:00,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby,9.0
A680506,Shaka,2014-06-07 17:09:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Buff/White,13.5
A650694,Riku,2013-12-18 14:04:00,Return_to_owner,,Dog,Neutered Male,Blue Lacy/Pit Bull,Blue/White,52.0
A681414,,2014-06-18 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Tortie,104.0
A714972,Dennis,2015-11-29 19:00:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby,9.0
A682833,Nala,2014-09-13 18:35:00,Adoption,Foster,Cat,Spayed Female,Siamese Mix,Lilac Point,13.5
A698953,,2015-03-25 17:17:00,Adoption,,Dog,Spayed Female,Miniature Poodle Mix,White,364.0
A696584,Pequina,2015-03-07 15:46:00,Adoption,,Dog,Spayed Female,Dachshund Mix,Brown,104.0
A690020,Jax,2014-10-15 18:25:00,Return_to_owner,,Dog,Intact Female,Boxer Mix,Brown Brindle/White,18.0
A716340,Tibbers,2015-12-01 17:24:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,9.0
A707004,Ranger,2015-09-05 12:46:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,White/Orange Tabby,13.5
A667031,Nala,2013-12-20 12:38:00,Transfer,Partner,Cat,Spayed Female,Exotic Shorthair Mix,White/Orange Tabby,104.0
A667129,Marcia,2013-12-08 19:11:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,27.0
A700119,,2015-04-08 15:41:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Torbie,0.5714285714285714
A676270,,2014-07-12 17:18:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,13.5
A684362,Bella,2014-11-11 17:41:00,Adoption,,Cat,Spayed Female,Siamese Mix,Tortie Point,22.5
A712984,Sammy,2015-10-08 13:53:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,9.0
A688544,Emma,2014-09-24 15:00:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,4.5
